LTspice 24.0.12 for Windows
Circuit: * C:\Project\Working\HV\References\Simulation files\Simulation files\HV_Reg_Positive.asc
Start Time: Tue Dec 10 08:31:59 2024
Warning: Multiple definitions of model "ipd034n06n3" Type: Vdmos1
Warning: Multiple definitions of model "ipd031n06l3" Type: Vdmos1
Warning: Multiple definitions of model "ipd031n03m" Type: Vdmos1
Warning: Multiple definitions of model "ipd031n03l" Type: Vdmos1
Warning: Multiple definitions of model "ipb600n25n3" Type: Vdmos1
Warning: Multiple definitions of model "ipb530n15n3" Type: Vdmos1
Warning: Multiple definitions of model "ipb320n20n3" Type: Vdmos1
Warning: Multiple definitions of model "ipb260n06n3" Type: Vdmos1
Warning: Multiple definitions of model "ipb230n06l3" Type: Vdmos1
Warning: Multiple definitions of model "ipb200n25n3" Type: Vdmos1
Warning: Multiple definitions of model "ipb200n15n3" Type: Vdmos1
Warning: Multiple definitions of model "ipb147n03l" Type: Vdmos1
Warning: Multiple definitions of model "ipb144n12n3" Type: Vdmos1
Warning: Multiple definitions of model "ipb136n08n3" Type: Vdmos1
Warning: Multiple definitions of model "ipb123n10n3" Type: Vdmos1
Warning: Multiple definitions of model "ipb114n03l" Type: Vdmos1
Warning: Multiple definitions of model "ipb108n15n3" Type: Vdmos1
Warning: Multiple definitions of model "ipb107n20n3" Type: Vdmos1
Warning: Multiple definitions of model "ipb097n08n3" Type: Vdmos1
Warning: Multiple definitions of model "ipb096n03l" Type: Vdmos1
Warning: Multiple definitions of model "ipb093n04l" Type: Vdmos1
Warning: Multiple definitions of model "ipb090n06n3" Type: Vdmos1
Warning: Multiple definitions of model "ipb083n10n3" Type: Vdmos1
Warning: Multiple definitions of model "ipb081n06l3" Type: Vdmos1
Warning: Multiple definitions of model "ipb080n03l" Type: Vdmos1
Warning: Multiple definitions of model "ipb075n04l" Type: Vdmos1
Warning: Multiple definitions of model "ipb072n15n3" Type: Vdmos1
Warning: Multiple definitions of model "ipb067n08n3" Type: Vdmos1
Warning: Multiple definitions of model "ipb065n15n3" Type: Vdmos1
Warning: Multiple definitions of model "ipb065n03l" Type: Vdmos1
Warning: Multiple definitions of model "ipb055n03l" Type: Vdmos1
Warning: Multiple definitions of model "ipb054n08n3" Type: Vdmos1
Warning: Multiple definitions of model "ipb054n06n3" Type: Vdmos1
Warning: Multiple definitions of model "ipb052n04n" Type: Vdmos1
Warning: Multiple definitions of model "ipb049ne7n3" Type: Vdmos1
Warning: Multiple definitions of model "ipb049n06l3" Type: Vdmos1
Warning: Multiple definitions of model "ipb042n10n3" Type: Vdmos1
Warning: Multiple definitions of model "ipb042n03l" Type: Vdmos1
Warning: Multiple definitions of model "ipb041n04n" Type: Vdmos1
Warning: Multiple definitions of model "ipb039n10n3" Type: Vdmos1
Warning: Multiple definitions of model "ipb039n04l" Type: Vdmos1
Warning: Multiple definitions of model "ipb038n12n3" Type: Vdmos1
Warning: Multiple definitions of model "ipb037n06n3" Type: Vdmos1
Warning: Multiple definitions of model "ipb036n12n3" Type: Vdmos1
Warning: Multiple definitions of model "ipb035n08n3" Type: Vdmos1
Warning: Multiple definitions of model "ipb034n06n3" Type: Vdmos1
Warning: Multiple definitions of model "ipb034n06l3" Type: Vdmos1
Warning: Multiple definitions of model "ipb034n03l" Type: Vdmos1
Warning: Multiple definitions of model "ipb031ne7n3" Type: Vdmos1
Warning: Multiple definitions of model "ipb030n08n3" Type: Vdmos1
Warning: Multiple definitions of model "ipb029n06n3" Type: Vdmos1
Warning: Multiple definitions of model "ipb027n10n3" Type: Vdmos1
Warning: Multiple definitions of model "ipb025n10n3" Type: Vdmos1
Warning: Multiple definitions of model "ipb025n08n3" Type: Vdmos1
Warning: Multiple definitions of model "ipb023n06n3" Type: Vdmos1
Warning: Multiple definitions of model "ipb023n04n" Type: Vdmos1
Warning: Multiple definitions of model "ipb022n04l" Type: Vdmos1
Warning: Multiple definitions of model "ipb021n06n3" Type: Vdmos1
Warning: Multiple definitions of model "ipb020ne7n3" Type: Vdmos1
Warning: Multiple definitions of model "ipb020n04n" Type: Vdmos1
Warning: Multiple definitions of model "ipb019n08n3" Type: Vdmos1
Warning: Multiple definitions of model "ipb019n06l3" Type: Vdmos1
Warning: Multiple definitions of model "ipb017n06n3" Type: Vdmos1
Warning: Multiple definitions of model "ipb016n06l3" Type: Vdmos1
Warning: Multiple definitions of model "ipb015n04n" Type: Vdmos1
Warning: Multiple definitions of model "ipb015n04l" Type: Vdmos1
Warning: Multiple definitions of model "ipb011n04n" Type: Vdmos1
Warning: Multiple definitions of model "ipb011n04l" Type: Vdmos1
Warning: Multiple definitions of model "ipb009n03l" Type: Vdmos1
Warning: Multiple definitions of model "ipa180n10n3" Type: Vdmos1
Warning: Multiple definitions of model "ipa126n10n3" Type: Vdmos1
Warning: Multiple definitions of model "ipa105n15n3" Type: Vdmos1
Warning: Multiple definitions of model "ipa100n08n3" Type: Vdmos1
Warning: Multiple definitions of model "ipa093n06n3" Type: Vdmos1
Warning: Multiple definitions of model "ipa086n10n3" Type: Vdmos1
Warning: Multiple definitions of model "ipa057n08n3" Type: Vdmos1
Warning: Multiple definitions of model "ipa057n06n3" Type: Vdmos1
Warning: Multiple definitions of model "ipa045n10n3" Type: Vdmos1
Warning: Multiple definitions of model "ipa037n08n3" Type: Vdmos1
Warning: Multiple definitions of model "ipa032n06n3" Type: Vdmos1
Warning: Multiple definitions of model "ipa030n10n3" Type: Vdmos1
Warning: Multiple definitions of model "ipa028n08n3" Type: Vdmos1
Warning: Multiple definitions of model "hufa76413dk8t" Type: Vdmos1
Warning: Multiple definitions of model "hat2244wp" Type: Vdmos1
Warning: Multiple definitions of model "hat2168h" Type: Vdmos1
Warning: Multiple definitions of model "hat2167h" Type: Vdmos1
Warning: Multiple definitions of model "hat2166h" Type: Vdmos1
Warning: Multiple definitions of model "hat2165h" Type: Vdmos1
Warning: Multiple definitions of model "hat2164h" Type: Vdmos1
Warning: Multiple definitions of model "hat2160h" Type: Vdmos1
Warning: Multiple definitions of model "hat2044r" Type: Vdmos1
Warning: Multiple definitions of model "hat1072h" Type: Vdmos1
Warning: Multiple definitions of model "hat1023r" Type: Vdmos1
Warning: Multiple definitions of model "fqb11p06" Type: Vdmos1
Warning: Multiple definitions of model "fdz7064n" Type: Vdmos1
Warning: Multiple definitions of model "fdz5047n" Type: Vdmos1
Warning: Multiple definitions of model "fdw2503nz" Type: Vdmos1
Warning: Multiple definitions of model "fds9934_p" Type: Vdmos1
Warning: Multiple definitions of model "fds9934_n" Type: Vdmos1
Warning: Multiple definitions of model "fds9933a" Type: Vdmos1
Warning: Multiple definitions of model "fds8962c_p" Type: Vdmos1
Warning: Multiple definitions of model "fds8962c_n" Type: Vdmos1
Warning: Multiple definitions of model "fds6975" Type: Vdmos1
Warning: Multiple definitions of model "fds6961a" Type: Vdmos1
Warning: Multiple definitions of model "fds6930a" Type: Vdmos1
Warning: Multiple definitions of model "fds6912a" Type: Vdmos1
Warning: Multiple definitions of model "fds6912" Type: Vdmos1
Warning: Multiple definitions of model "fds6890a" Type: Vdmos1
Warning: Multiple definitions of model "fds6875" Type: Vdmos1
Warning: Multiple definitions of model "fds6699s" Type: Vdmos1
Warning: Multiple definitions of model "fds6690a" Type: Vdmos1
Warning: Multiple definitions of model "fds6685" Type: Vdmos1
Warning: Multiple definitions of model "fds6675" Type: Vdmos1
Warning: Multiple definitions of model "fds6670a" Type: Vdmos1
Warning: Multiple definitions of model "fds6630a" Type: Vdmos1
Warning: Multiple definitions of model "fds6614a" Type: Vdmos1
Warning: Multiple definitions of model "fds6612a" Type: Vdmos1
Warning: Multiple definitions of model "fds6576" Type: Vdmos1
Warning: Multiple definitions of model "fds6575" Type: Vdmos1
Warning: Multiple definitions of model "fds6574a" Type: Vdmos1
Warning: Multiple definitions of model "fds6570a" Type: Vdmos1
Warning: Multiple definitions of model "fds6375" Type: Vdmos1
Warning: Multiple definitions of model "fds6294" Type: Vdmos1
Warning: Multiple definitions of model "fds5690" Type: Vdmos1
Warning: Multiple definitions of model "fds5680" Type: Vdmos1
Warning: Multiple definitions of model "fds5670" Type: Vdmos1
Warning: Multiple definitions of model "fds4953" Type: Vdmos1
Warning: Multiple definitions of model "fds4885c_p" Type: Vdmos1
Warning: Multiple definitions of model "fds4885c_n" Type: Vdmos1
Warning: Multiple definitions of model "fds4685" Type: Vdmos1
Warning: Multiple definitions of model "fds4559_p" Type: Vdmos1
Warning: Multiple definitions of model "fds4559_n" Type: Vdmos1
Warning: Multiple definitions of model "fds4435a" Type: Vdmos1
Warning: Multiple definitions of model "fds4410" Type: Vdmos1
Warning: Multiple definitions of model "fds4072n3" Type: Vdmos1
Warning: Multiple definitions of model "fds3812" Type: Vdmos1
Warning: Multiple definitions of model "fds3580" Type: Vdmos1
Warning: Multiple definitions of model "fds3570" Type: Vdmos1
Warning: Multiple definitions of model "fds2734" Type: Vdmos1
Warning: Multiple definitions of model "fdr840p" Type: Vdmos1
Warning: Multiple definitions of model "fdr6580" Type: Vdmos1
Warning: Multiple definitions of model "fdr4420a" Type: Vdmos1
Warning: Multiple definitions of model "fdh210n08" Type: Vdmos1
Warning: Multiple definitions of model "fdc638p" Type: Vdmos1
Warning: Multiple definitions of model "fdc637an" Type: Vdmos1
Warning: Multiple definitions of model "fdc5614p" Type: Vdmos1
Warning: Multiple definitions of model "fdc2512" Type: Vdmos1
Warning: Multiple definitions of model "fdb2532" Type: Vdmos1
Warning: Multiple definitions of model "buk9219-55a" Type: Vdmos1
Warning: Multiple definitions of model "bsz900n20ns3" Type: Vdmos1
Warning: Multiple definitions of model "bsz900n15ns3" Type: Vdmos1
Warning: Multiple definitions of model "bsz520n15ns3" Type: Vdmos1
Warning: Multiple definitions of model "bsz440n10ns3" Type: Vdmos1
Warning: Multiple definitions of model "bsz42dn25ns3" Type: Vdmos1
Warning: Multiple definitions of model "bsz340n08ns3" Type: Vdmos1
Warning: Multiple definitions of model "bsz240n12ns3" Type: Vdmos1
Warning: Multiple definitions of model "bsz22dn20ns3" Type: Vdmos1
Warning: Multiple definitions of model "bsz16dn25ns3" Type: Vdmos1
Warning: Multiple definitions of model "bsz165n04ns" Type: Vdmos1
Warning: Multiple definitions of model "bsz160n10ns3" Type: Vdmos1
Warning: Multiple definitions of model "bsz130n03ms" Type: Vdmos1
Warning: Multiple definitions of model "bsz130n03ls" Type: Vdmos1
Warning: Multiple definitions of model "bsz12dn20ns3" Type: Vdmos1
Warning: Multiple definitions of model "bsz123n08ns3" Type: Vdmos1
Warning: Multiple definitions of model "bsz110n06ns3" Type: Vdmos1
Warning: Multiple definitions of model "bsz105n04ns" Type: Vdmos1
Warning: Multiple definitions of model "bsz100n06ls3" Type: Vdmos1
Warning: Multiple definitions of model "bsz100n03ms" Type: Vdmos1
Warning: Multiple definitions of model "bsz100n03ls" Type: Vdmos1
Warning: Multiple definitions of model "bsz097n04ls" Type: Vdmos1
Warning: Multiple definitions of model "bsz0920ns" Type: Vdmos1
Warning: Multiple definitions of model "bsz0905ns" Type: Vdmos1
Warning: Multiple definitions of model "bsz0904nsi" Type: Vdmos1
Warning: Multiple definitions of model "bsz0902nsi" Type: Vdmos1
Warning: Multiple definitions of model "bsz0902ns" Type: Vdmos1
Warning: Multiple definitions of model "bsz0901nsi" Type: Vdmos1
Warning: Multiple definitions of model "bsz0901ns" Type: Vdmos1
Warning: Multiple definitions of model "bsz088n03ms" Type: Vdmos1
Warning: Multiple definitions of model "bsz088n03ls" Type: Vdmos1
Warning: Multiple definitions of model "bsz076n06ns3" Type: Vdmos1
Warning: Multiple definitions of model "bsz067n06ls3" Type: Vdmos1
Warning: Multiple definitions of model "bsz065n03ls" Type: Vdmos1
Warning: Multiple definitions of model "bsz060ne2ls" Type: Vdmos1
Warning: Multiple definitions of model "bsz058n03ms" Type: Vdmos1
Warning: Multiple definitions of model "bsz058n03ls" Type: Vdmos1
Warning: Multiple definitions of model "bsz050n03ms" Type: Vdmos1
Warning: Multiple definitions of model "bsz050n03ls" Type: Vdmos1
Warning: Multiple definitions of model "bsz042n04ns" Type: Vdmos1
Warning: Multiple definitions of model "bsz040n04ls" Type: Vdmos1
Warning: Multiple definitions of model "bsz036ne2ls" Type: Vdmos1
Warning: Multiple definitions of model "bsz035n03ms" Type: Vdmos1
Warning: Multiple definitions of model "bsz035n03ls" Type: Vdmos1
Warning: Multiple definitions of model "bsz019n03ls" Type: Vdmos1
Warning: Multiple definitions of model "bsz018ne2ls" Type: Vdmos1
Warning: Multiple definitions of model "bss84" Type: Vdmos1
Warning: Multiple definitions of model "bss145" Type: Vdmos1
Warning: Multiple definitions of model "bss123" Type: Vdmos1
Warning: Multiple definitions of model "bso440n10ns3" Type: Vdmos1
Warning: Multiple definitions of model "bso350n08ns3" Type: Vdmos1
Warning: Multiple definitions of model "bso220n03ms" Type: Vdmos1
Warning: Multiple definitions of model "bso220n03md" Type: Vdmos1
Warning: Multiple definitions of model "bso180n10ns3" Type: Vdmos1
Warning: Multiple definitions of model "bso150n03md" Type: Vdmos1
Warning: Multiple definitions of model "bso140n08ns3" Type: Vdmos1
Warning: Multiple definitions of model "bso130n03ms" Type: Vdmos1
Warning: Multiple definitions of model "bso110n03ms" Type: Vdmos1
Warning: Multiple definitions of model "bso083n03ms" Type: Vdmos1
Warning: Multiple definitions of model "bso070n08ns3" Type: Vdmos1
Warning: Multiple definitions of model "bso065n03ms" Type: Vdmos1
Warning: Multiple definitions of model "bso051n03ms" Type: Vdmos1
Warning: Multiple definitions of model "bso040n03ms" Type: Vdmos1
Warning: Multiple definitions of model "bso033n03ms" Type: Vdmos1
Warning: Multiple definitions of model "bsh114" Type: Vdmos1
Warning: Multiple definitions of model "bsf885n03lq3" Type: Vdmos1
Warning: Multiple definitions of model "bsf050n03mq3" Type: Vdmos1
Warning: Multiple definitions of model "bsf050n03lq3" Type: Vdmos1
Warning: Multiple definitions of model "bsf045n03mq3" Type: Vdmos1
Warning: Multiple definitions of model "bsf045n03lq3" Type: Vdmos1
Warning: Multiple definitions of model "bsf030ne2lq" Type: Vdmos1
Warning: Multiple definitions of model "bsf024n03mt3" Type: Vdmos1
Warning: Multiple definitions of model "bsf024n03lt3" Type: Vdmos1
Warning: Multiple definitions of model "bsc900n20ns3" Type: Vdmos1
Warning: Multiple definitions of model "bsc750n10nd" Type: Vdmos1
Warning: Multiple definitions of model "bsc600n25ns3" Type: Vdmos1
Warning: Multiple definitions of model "bsc520n15ns3" Type: Vdmos1
Warning: Multiple definitions of model "bsc440n10ns3" Type: Vdmos1
Warning: Multiple definitions of model "bsc42dn25ns3" Type: Vdmos1
Warning: Multiple definitions of model "bsc360n15ns3" Type: Vdmos1
Warning: Multiple definitions of model "bsc340n08ns3" Type: Vdmos1
Warning: Multiple definitions of model "bsc320n20ns3" Type: Vdmos1
Warning: Multiple definitions of model "bsc265n10lsf" Type: Vdmos1
Warning: Multiple definitions of model "bsc252n10nsf" Type: Vdmos1
Warning: Multiple definitions of model "bsc240n12ns3" Type: Vdmos1
Warning: Multiple definitions of model "bsc22dn20ns3" Type: Vdmos1
Warning: Multiple definitions of model "bsc205n10ls" Type: Vdmos1
Warning: Multiple definitions of model "bsc196n10ns" Type: Vdmos1
Warning: Multiple definitions of model "bsc190n15ns3" Type: Vdmos1
Warning: Multiple definitions of model "bsc190n12ns3" Type: Vdmos1
Warning: Multiple definitions of model "bsc16dn25ns3" Type: Vdmos1
Warning: Multiple definitions of model "bsc160n10ns3" Type: Vdmos1
Warning: Multiple definitions of model "bsc159n10lsf" Type: Vdmos1
Warning: Multiple definitions of model "bsc152n10nsf" Type: Vdmos1
Warning: Multiple definitions of model "bsc150n03ld" Type: Vdmos1
Warning: Multiple definitions of model "bsc12dn20ns3" Type: Vdmos1
Warning: Multiple definitions of model "bsc123n10ls" Type: Vdmos1
Warning: Multiple definitions of model "bsc123n08ns3" Type: Vdmos1
Warning: Multiple definitions of model "bsc120n03ms" Type: Vdmos1
Warning: Multiple definitions of model "bsc120n03ls" Type: Vdmos1
Warning: Multiple definitions of model "bsc118n10ns" Type: Vdmos1
Warning: Multiple definitions of model "bsc110n06ns3" Type: Vdmos1
Warning: Multiple definitions of model "bsc105n10lsf" Type: Vdmos1
Warning: Multiple definitions of model "bsc100n10nsf" Type: Vdmos1
Warning: Multiple definitions of model "bsc100n06ls3" Type: Vdmos1
Warning: Multiple definitions of model "bsc100n03ms" Type: Vdmos1
Warning: Multiple definitions of model "bsc100n03ls" Type: Vdmos1
Warning: Multiple definitions of model "bsc093n04ls" Type: Vdmos1
Warning: Multiple definitions of model "bsc090n03ms" Type: Vdmos1
Warning: Multiple definitions of model "bsc090n03ls" Type: Vdmos1
Warning: Multiple definitions of model "bsc0906ns" Type: Vdmos1
Warning: Multiple definitions of model "bsc0904nsi" Type: Vdmos1
Warning: Multiple definitions of model "bsc0902nsi" Type: Vdmos1
Warning: Multiple definitions of model "bsc0902ns" Type: Vdmos1
Warning: Multiple definitions of model "bsc0901nsi" Type: Vdmos1
Warning: Multiple definitions of model "bsc0901ns" Type: Vdmos1
Warning: Multiple definitions of model "bsc082n10ls" Type: Vdmos1
Warning: Multiple definitions of model "bsc080n03ms" Type: Vdmos1
Warning: Multiple definitions of model "bsc080n03ls" Type: Vdmos1
Warning: Multiple definitions of model "bsc079n10ns" Type: Vdmos1
Warning: Multiple definitions of model "bsc077n12ns3" Type: Vdmos1
Warning: Multiple definitions of model "bsc076n06ns3" Type: Vdmos1
Warning: Multiple definitions of model "bsc072n03ld" Type: Vdmos1
Warning: Multiple definitions of model "bsc067n06ls3" Type: Vdmos1
Warning: Multiple definitions of model "bsc060n10ns3" Type: Vdmos1
Warning: Multiple definitions of model "bsc059n04ls" Type: Vdmos1
Warning: Multiple definitions of model "bsc057n08ns3" Type: Vdmos1
Warning: Multiple definitions of model "bsc057n03ms" Type: Vdmos1
Warning: Multiple definitions of model "bsc057n03ls" Type: Vdmos1
Warning: Multiple definitions of model "bsc054n04ns" Type: Vdmos1
Warning: Multiple definitions of model "bsc052n03ls" Type: Vdmos1
Warning: Multiple definitions of model "bsc050n04ls" Type: Vdmos1
Warning: Multiple definitions of model "bsc050n03ms" Type: Vdmos1
Warning: Multiple definitions of model "bsc050n03ls" Type: Vdmos1
Warning: Multiple definitions of model "bsc047n08ns3" Type: Vdmos1
Warning: Multiple definitions of model "bsc042ne7ns3" Type: Vdmos1
Warning: Multiple definitions of model "bsc042n03ms" Type: Vdmos1
Warning: Multiple definitions of model "bsc042n03ls" Type: Vdmos1
Warning: Multiple definitions of model "bsc035n04ls" Type: Vdmos1
Warning: Multiple definitions of model "bsc034n03ls" Type: Vdmos1
Warning: Multiple definitions of model "bsc032ne2ls" Type: Vdmos1
Warning: Multiple definitions of model "bsc031n06ns3" Type: Vdmos1
Warning: Multiple definitions of model "bsc030n04ns" Type: Vdmos1
Warning: Multiple definitions of model "bsc030n03ms" Type: Vdmos1
Warning: Multiple definitions of model "bsc030n03ls" Type: Vdmos1
Warning: Multiple definitions of model "bsc028n06ls3" Type: Vdmos1
Warning: Multiple definitions of model "bsc027n04ls" Type: Vdmos1
Warning: Multiple definitions of model "bsc025n03ms" Type: Vdmos1
Warning: Multiple definitions of model "bsc025n03ls" Type: Vdmos1
Warning: Multiple definitions of model "bsc024ne2ls" Type: Vdmos1
Warning: Multiple definitions of model "bsc020n03ms" Type: Vdmos1
Warning: Multiple definitions of model "bsc020n03ls" Type: Vdmos1
Warning: Multiple definitions of model "bsc019ne2lsi" Type: Vdmos1
Warning: Multiple definitions of model "bsc019n04ns" Type: Vdmos1
Warning: Multiple definitions of model "bsc018ne2ls" Type: Vdmos1
Warning: Multiple definitions of model "bsc018n04ls" Type: Vdmos1
Warning: Multiple definitions of model "bsc017n04ns" Type: Vdmos1
Warning: Multiple definitions of model "bsc016n04ls" Type: Vdmos1
Warning: Multiple definitions of model "bsc016n03ms" Type: Vdmos1
Warning: Multiple definitions of model "bsc016n03ls" Type: Vdmos1
Warning: Multiple definitions of model "bsc014n03ms" Type: Vdmos1
Warning: Multiple definitions of model "bsc014n03ls" Type: Vdmos1
Warning: Multiple definitions of model "bsc011n03ls" Type: Vdmos1
Warning: Multiple definitions of model "bsc010ne2lsi" Type: Vdmos1
Warning: Multiple definitions of model "bsc010ne2ls" Type: Vdmos1
Warning: Multiple definitions of model "bsb017n03mx3" Type: Vdmos1
Warning: Multiple definitions of model "bsb017n03lx3" Type: Vdmos1
Warning: Multiple definitions of model "bsb015n04nx3" Type: Vdmos1
Warning: Multiple definitions of model "bsb014n04lx3" Type: Vdmos1
Warning: Multiple definitions of model "bsb013ne2lxi" Type: Vdmos1
Warning: Multiple definitions of model "bsb012ne2lx" Type: Vdmos1
Warning: Multiple definitions of model "bsb012n03mx3" Type: Vdmos1
Warning: Multiple definitions of model "bsb012n03lx3" Type: Vdmos1
Warning: Multiple definitions of model "ap9465gem" Type: Vdmos1
Warning: Multiple definitions of model "ao6408" Type: Vdmos1
Warning: Multiple definitions of model "ao6407" Type: Vdmos1
Warning: Multiple definitions of model "2scr375p" Type: BJT
Warning: Multiple definitions of model "bc857b" Type: BJT
Warning: Multiple definitions of model "bc847c" Type: BJT
Warning: Multiple definitions of model "bc847b" Type: BJT
solver = Normal
Maximum thread count: 32
tnom = 27
temp = 27
method = modified trap
.OP point found by inspection.
Total elapsed time: 0.346 seconds.

